W1,b1,W2,b2,accuracy
-0.42774649129373044,0.5987199441644526,0.20743179461037403,0.4703385565883176,0.8995853658536586
0.4013180623528577,0.9429093453449942,-0.3948489457549375,-0.2190015413696893,
0.4168481532360474,0.811099596573778,0.19310478008199333,-0.30343178605986276,
0.054110180564104216,1.0085653430344337,-0.8852760582937155,0.40374521560114107,
-0.03373441182395298,1.247887021468826,-0.320383262546465,-0.03486811311856919,
-0.1417147848019812,0.7972952761587686,0.05046862206580584,-0.394121552652302,
0.29004377200208253,1.4395128066758291,0.6181776431753361,-0.32886757050442206,
0.3342061703391549,0.5042821216127297,-0.6260828377663143,-0.10215820399933273,
-0.050602530703589554,0.6172960491261466,-0.4543886409499322,0.42955033023736433,
-0.17391599353212883,1.271194315632992,-0.03489188499875254,-0.4932906675639418,
-0.12890574463075,,-0.10499500586467951,,
-0.3656590772292775,,0.03120989907090907,,
-0.3055014759705332,,-0.6227659528282299,,
0.2275272857776284,,0.5731173646687999,,
-0.4011716789489096,,-0.276937841930174,,
-0.00903588536916616,,0.032460973512898894,,
0.42151304173087856,,-0.27907331559992005,,
-0.029641913099942685,,-0.053998500660522974,,
0.2589679539249774,,0.8091966635953517,,
0.16993962441374633,,-0.03630139049918494,,
-0.2857072322950165,,-0.28947220441913984,,
-0.10325109442685387,,-0.4887040788011755,,
0.34801527171188995,,0.1868715238168109,,
0.24923083943572177,,0.29358095583593613,,
-0.3446247946596279,,-0.005320265876597265,,
-0.31488571459974846,,0.674348964425308,,
0.3760648065586758,,-0.5064119048878273,,
-0.45988925044589735,,-0.4466092083533133,,
0.0863268981985662,,-0.8411120471081974,,
-0.007001104278196224,,0.3463089291549805,,
-0.35565470654610876,,-0.5468663706863706,,
-0.39750639076027705,,-0.4146560828620933,,
-0.30194849183019756,,-0.24898106279096904,,
-0.2419776436519716,,0.8256242212030462,,
-0.13972015170305915,,-0.3418840105791874,,
-0.4687379883982667,,-0.05854620641512407,,
0.12934476231266914,,0.17745439321897116,,
-0.0505414319641908,,-0.18060417523779188,,
-0.46465587829892724,,-0.6553256393529805,,
-0.2789418533418126,,0.4137363093130478,,
-0.12761468489648728,,0.15960841256914993,,
0.2951710480198162,,0.6310578624410134,,
0.23085201165917324,,0.45229274002302555,,
0.07673445236200828,,-0.05156640668058725,,
-0.1916043637807463,,-0.4871701970993538,,
-0.030874248402514806,,-0.665763830487312,,
-0.14145222077542433,,-0.4841869768132389,,
0.3992379356204681,,0.5822974454563978,,
0.22869187218237932,,0.16499153204642025,,
-0.07713954826172756,,-0.10692392779354873,,
-0.45782457281715533,,-0.1531783417169497,,
-0.2791186547438623,,-0.12120562827178037,,
-0.2166333998335267,,0.17856846333338935,,
0.08422578076288567,,0.153757589667757,,
0.4370834333115412,,-0.37408803168830085,,
-0.4423384451376351,,-0.2626423759221811,,
-0.45676626217055916,,0.6882357213134841,,
-0.04591698083065443,,0.0813814762671842,,
0.31373134700069544,,0.4322219371853591,,
0.39349091756000126,,-0.057203163388130474,,
-0.08610590175397811,,-0.14080367101856833,,
0.1924135084090728,,0.4259581759216949,,
-0.4304337710413961,,0.056653859824406266,,
-0.15946776938258006,,-0.3943158436922084,,
0.03124600615777797,,0.10201056314206736,,
0.019873442447246377,,0.4928237170043993,,
-0.49364872297651224,,-0.05226812505219965,,
0.28706573438567007,,-0.20613770899666928,,
-0.010158218432054283,,0.1991171543477065,,
0.2973529579863802,,-0.9464848680508511,,
-0.49219193734762157,,0.08209024769706609,,
0.36777662813718637,,0.27935405250145995,,
0.4628145234420775,,-0.6154411095256851,,
-0.1823565666967112,,0.3101884084103153,,
-0.07832618165944645,,-0.24534793733884763,,
0.47643245069517653,,-0.6819570795942616,,
-0.34090500570689153,,-0.35241330548934746,,
0.11165353401190486,,-0.5119768265469551,,
0.08677540925413448,,-0.10438673465111561,,
-0.34424752468030007,,0.8838943695765344,,
0.3674611691402874,,-0.8451727600878505,,
-0.4763360036139835,,-0.2516356046435107,,
-0.2956315275714908,,-0.16819387158997243,,
0.013128063293898706,,-0.18831344226747707,,
0.41652764733111025,,-0.15787129098280073,,
0.15835433745285377,,0.29095795868905394,,
-0.1413631291035482,,0.021573788453845937,,
0.46925847515185165,,0.40956931508167277,,
-0.3167982765805831,,-0.3264768195313642,,
0.43807788496077316,,0.27618939930653563,,
-0.11014610406559677,,0.35837273215596455,,
0.38854932250524965,,0.6486541001265685,,
0.231554693355582,,-0.6684021184448357,,
0.3648061804741484,,0.1673646955870476,,
-0.39544082239038786,,-0.1329679646232915,,
-0.4525292023599355,,-0.4040254108481981,,
-0.08368597666314971,,-0.33696955593085515,,
-0.17297811522676393,,0.2680230587469483,,
-0.1318892834533526,,-0.19868880424041438,,
-0.0679240532681557,,0.31149084284452727,,
0.2127693021596206,,,,
-0.020464103246274342,,,,
-0.1820284347802324,,,,
0.45157183397777817,,,,
-0.4568438221291612,,,,
0.20778444358192,,,,
0.3401913292939854,,,,
-0.06959259862062712,,,,
0.014302233197987332,,,,
0.14790117134116218,,,,
-0.13042407665535727,,,,
0.07797505342837896,,,,
0.041413178672613626,,,,
0.04703506367507093,,,,
0.00012445667328908616,,,,
0.34489119548493147,,,,
-0.2185315661435637,,,,
0.4174773023290451,,,,
0.0027504044761633094,,,,
0.31252730499655873,,,,
-0.2806902811942358,,,,
0.45706069620150014,,,,
-0.3372278653985597,,,,
0.030751843286581416,,,,
-0.26893406497623545,,,,
-0.009827885679230569,,,,
-0.4574323951416564,,,,
0.0019833598180600833,,,,
-0.24773114541626065,,,,
-0.2112759842844046,,,,
-0.2322335040882982,,,,
-0.3117325242620213,,,,
-0.09093483788612905,,,,
0.4402863293133009,,,,
-0.3445111144325906,,,,
0.27394582693563985,,,,
-0.3079640412360023,,,,
0.2039364738028004,,,,
0.27519039977413257,,,,
-0.2713257016984383,,,,
0.4861747935477163,,,,
-0.33526171219356105,,,,
-0.36501918189592863,,,,
-0.18150789256441485,,,,
0.12583804377370736,,,,
0.045198393826418576,,,,
0.07115066704427232,,,,
-0.4701363562600627,,,,
-0.17736750886778507,,,,
0.04836923443529068,,,,
0.03153970813574336,,,,
0.28787754170130847,,,,
0.16472055820873116,,,,
0.019302085356300694,,,,
-0.06954488670455168,,,,
-0.1965325833888675,,,,
0.23894726203197308,,,,
0.21092299084024857,,,,
-0.010260919139622696,,,,
0.16408290942426235,,,,
0.27163010299880114,,,,
-0.12392752932507846,,,,
0.25506264695730163,,,,
-0.07890887824220504,,,,
0.19856776819453228,,,,
-0.166286235876726,,,,
-0.14483631743182715,,,,
0.25621696107874,,,,
0.48210795175302246,,,,
0.3048092534187555,,,,
0.4510059956896261,,,,
-0.37011719520593667,,,,
-0.39184928382361356,,,,
0.31103221336763015,,,,
0.33753675062098787,,,,
-0.3034609045059714,,,,
-0.24373672937497654,,,,
0.3359372234119679,,,,
0.08988082043017533,,,,
0.1750679253285178,,,,
-0.36173102143755975,,,,
0.5703679688349526,,,,
0.14181560667517928,,,,
0.36580100782193414,,,,
0.3143754616933929,,,,
0.055603456513974005,,,,
0.5136899651868756,,,,
0.2353343205574909,,,,
-0.3450634142278841,,,,
-0.3202497282315599,,,,
-0.4583940664871226,,,,
